,RNA,Clustering File,threshold,cluster,configuration,RMSD,size
9437,4l81,singleB,1.5,5,1,23.147824951817828,96
9438,4l81,allB,6.5,2,1,18.62196820961737,96
9439,4l81,allB,2.0,5,1,17.231273893708497,96
9440,4l81,allA,7.0,2,1,18.5773248881533,96
9441,4l81,singleB,10.0,3,1,27.942358526080078,96
9442,4l81,singleA,4.0,1,1,19.43207657457123,96
9443,4l81,singleA,5.5,1,1,20.257492441069797,96
9444,4l81,singleA,10.0,5,1,29.51558740733445,96
9445,4l81,allA,3.0,3,1,17.547509794839836,96
9446,4l81,singleA,9.0,5,1,28.388120754991867,96
9447,4l81,allB,5.5,2,1,17.592305136053092,96
9448,4l81,singleA,8.0,2,1,28.22405357137773,96
9449,4l81,allA,4.5,5,1,17.886861099701086,96
9450,4l81,allB,3.0,2,1,16.982658802437268,96
9451,4l81,singleA,4.5,2,1,22.523545458031247,96
9452,4l81,allA,8.0,5,1,19.572695266620794,96
9453,4l81,allA,7.5,1,1,15.259216886852354,96
9454,4l81,allB,1.5,4,1,15.488356917375064,96
9455,4l81,allA,8.5,4,1,17.204807467681817,96
9456,4l81,allA,3.0,1,1,15.895795041456719,96
9457,4l81,allA,6.5,2,1,18.826730996112946,96
9458,4l81,singleA,2.5,5,1,29.859946416562774,96
9459,4l81,singleB,5.5,4,1,24.82966169725234,96
9460,4l81,allB,9.5,3,1,24.255207688247076,96
9461,4l81,singleB,7.5,2,1,28.914814542030182,96
9462,4l81,singleA,3.5,5,1,22.523545458031247,96
9463,4l81,allA,3.5,4,1,17.118796686683325,96
9464,4l81,allB,10.0,3,1,24.999299990199727,96
9465,4l81,allB,6.0,3,1,16.70354154064341,96
9466,4l81,allA,8.5,3,1,22.400678561150777,96
9467,4l81,singleB,9.0,2,1,29.01116164513238,96
9468,4l81,allB,5.5,5,1,17.846694371787734,96
9469,4l81,singleB,9.5,1,1,22.523545458031247,96
9470,4l81,singleB,7.5,1,1,24.510979172607527,96
9471,4l81,allA,7.5,3,1,21.000035714255347,96
9472,4l81,singleA,10.0,3,1,30.65374039167162,96
9473,4l81,allB,2.0,1,1,16.982658802437268,96
9474,4l81,singleA,6.5,4,1,23.432396377664833,96
9475,4l81,singleA,3.5,2,1,20.656960086130777,96
9476,4l81,singleB,9.5,4,1,26.40292976167607,96
9477,4l81,allA,1.5,2,1,16.434643287884285,96
9478,4l81,singleA,1.0,3,1,26.06919446396455,96
9479,4l81,singleB,9.5,2,1,29.329665869218488,96
9480,4l81,allB,4.0,5,1,16.042777190997825,96
9481,4l81,singleB,7.5,5,1,26.881497354128175,96
9482,4l81,allB,8.0,2,1,18.90410008437323,96
9483,4l81,singleB,3.0,1,1,20.78343090059964,96
9484,4l81,allB,9.0,2,1,24.999299990199727,96
9485,4l81,allB,1.0,2,1,16.716958455412875,96
9486,4l81,allB,6.5,4,1,17.231273893708497,96
9487,4l81,allA,8.5,1,1,15.102731541016016,96
9488,4l81,singleB,4.0,4,1,23.147824951817828,96
9489,4l81,allA,7.0,1,1,15.516900463687973,96
9490,4l81,allB,7.0,1,1,15.75986040547314,96
9491,4l81,singleA,4.5,3,1,23.777958280727134,96
9492,4l81,allB,3.5,4,1,15.426273043091127,96
9493,4l81,singleB,4.0,1,1,19.43207657457123,96
9494,4l81,singleB,8.0,4,1,24.084748286000416,96
9495,4l81,singleA,5.0,1,1,20.257492441069797,96
9496,4l81,singleB,6.5,1,1,28.914814542030182,96
9497,4l81,allB,1.0,4,1,16.544213489918462,96
9498,4l81,allA,7.0,3,1,21.74821371975179,96
9499,4l81,singleA,1.0,4,1,23.98558316989604,96
9500,4l81,allB,5.0,5,1,16.08652852544638,96
9501,4l81,allB,4.5,5,1,16.434643287884285,96
9502,4l81,allA,5.5,3,1,16.681504728291152,96
9503,4l81,allA,2.0,2,1,16.140625762342673,96
9504,4l81,singleA,9.5,1,1,23.18769285634084,96
9505,4l81,singleB,9.0,5,1,26.40292976167607,96
9506,4l81,singleB,1.0,3,1,20.35529660800844,96
9507,4l81,allA,7.5,4,1,20.85091125107006,96
9508,4l81,singleB,8.0,5,1,23.179251497837456,96
9509,4l81,singleA,2.5,4,1,23.482404050692935,96
9510,4l81,allA,3.5,2,1,15.142549323016913,96
9511,4l81,singleB,2.0,5,1,23.147824951817828,96
9512,4l81,singleA,8.0,3,1,26.63909345304378,96
9513,4l81,singleB,4.5,5,1,22.523545458031247,96
9514,4l81,allA,4.5,2,1,15.122820504125546,96
9515,4l81,allA,4.5,1,1,15.895795041456719,96
9516,4l81,singleA,2.5,3,1,24.073240330292055,96
9517,4l81,allB,4.5,4,1,15.066887535254253,96
9518,4l81,singleB,3.0,4,1,20.656960086130777,96
9519,4l81,allA,1.0,2,1,16.772355231153433,96
9520,4l81,singleB,6.0,3,1,24.084748286000416,96
9521,4l81,singleB,7.0,3,1,24.82966169725234,96
9522,4l81,singleA,6.0,2,1,28.914814542030182,96
9523,4l81,singleB,2.0,2,1,27.942358526080078,96
9524,4l81,singleB,6.5,4,1,23.147824951817828,96
9525,4l81,allA,9.5,1,1,16.897854893447274,96
9526,4l81,singleA,6.5,2,1,20.257492441069797,96
9527,4l81,allA,7.0,5,1,23.179251497837456,96
9528,4l81,singleA,9.0,3,1,26.96435424778424,96
9529,4l81,singleB,6.0,4,1,23.147824951817828,96
9530,4l81,allA,5.5,2,1,17.553321622986346,96
9531,4l81,allA,5.0,2,1,16.905635155178288,96
9532,4l81,allB,6.5,1,1,15.75986040547314,96
9533,4l81,allA,4.0,4,1,15.038889586668292,96
9534,4l81,allA,1.0,4,1,14.827262053393405,96
9535,4l81,singleB,6.5,2,1,20.257492441069797,96
9536,4l81,allA,7.0,4,1,21.000035714255347,96
9537,4l81,allA,6.0,2,1,18.399269007218738,96
9538,4l81,singleB,2.5,2,1,25.084608826928118,96
9539,4l81,singleA,1.5,4,1,26.96435424778424,96
9540,4l81,allA,10.0,3,1,20.27554191630892,96
9541,4l81,singleA,8.0,1,1,22.523545458031247,96
9542,4l81,allB,9.0,3,1,24.255207688247076,96
9543,4l81,singleA,3.0,5,1,23.147824951817828,96
9544,4l81,allB,9.5,2,1,24.999299990199727,96
9545,4l81,allA,4.0,3,1,15.122820504125546,96
9546,4l81,allB,7.5,1,1,16.140625762342673,96
9547,4l81,singleB,5.0,3,1,29.86569604077561,96
9548,4l81,allA,2.0,4,1,25.320890584653615,96
9549,4l81,singleB,5.5,5,1,20.41470058560742,96
9550,4l81,singleB,6.0,1,1,28.914814542030182,96
9551,4l81,singleB,4.0,3,1,28.914814542030182,96
9552,4l81,singleB,1.5,1,1,29.26805767385325,96
9553,4l81,allA,5.5,5,1,24.009750102822814,96
9554,4l81,allB,8.5,2,1,24.255207688247076,96
9555,4l81,allB,2.5,3,1,15.877465162928244,96
9556,4l81,singleA,4.5,4,1,29.33044493354985,96
9557,4l81,singleA,5.0,3,1,25.151019860037486,96
9558,4l81,singleA,8.0,5,1,26.860588228853068,96
9559,4l81,singleB,9.0,1,1,22.523545458031247,96
9560,4l81,singleA,7.0,1,1,21.87462913971343,96
9561,4l81,singleB,9.5,3,1,21.14606109893755,96
9562,4l81,singleB,8.5,4,1,20.23804338368707,96
9563,4l81,singleA,3.0,1,1,26.96435424778424,96
9564,4l81,allB,7.0,3,1,24.999299990199727,96
9565,4l81,allB,8.0,1,1,16.434643287884285,96
9566,4l81,singleB,3.5,3,1,22.971482320477275,96
9567,4l81,singleA,6.0,3,1,25.088577082010847,96
9568,4l81,singleA,9.0,4,1,26.860588228853068,96
9569,4l81,singleB,10.0,5,1,24.206081880387003,96
9570,4l81,singleA,6.5,1,1,25.088577082010847,96
9571,4l81,singleA,9.0,2,1,28.22405357137773,96
9572,4l81,allA,2.5,4,1,15.507108047601912,96
9573,4l81,allB,5.5,4,1,17.52459985277838,96
9574,4l81,allB,2.5,5,1,16.324359099211215,96
9575,4l81,singleB,5.0,5,1,22.523545458031247,96
9576,4l81,allB,4.0,3,1,15.122820504125546,96
9577,4l81,singleB,10.0,2,1,28.22405357137773,96
9578,4l81,singleB,2.5,5,1,24.102244708740304,96
9579,4l81,allB,1.5,5,1,16.78433495852606,96
9580,4l81,allB,2.0,4,1,15.203713362202011,96
9581,4l81,singleA,2.0,3,1,20.4541878352576,96
9582,4l81,allB,5.0,1,1,15.5340303849323,96
9583,4l81,allB,2.0,3,1,17.547509794839836,96
9584,4l81,singleA,3.0,4,1,20.686087111873043,96
9585,4l81,singleA,7.5,2,1,28.914814542030182,96
9586,4l81,singleA,8.5,2,1,28.22405357137773,96
9587,4l81,singleA,5.0,5,1,24.510979172607527,96
9588,4l81,singleA,10.0,4,1,26.860588228853068,96
9589,4l81,allA,1.5,3,1,16.340905727651695,96
9590,4l81,allA,5.5,1,1,15.5340303849323,96
9591,4l81,allB,6.0,2,1,18.62196820961737,96
9592,4l81,allA,9.5,5,1,22.523545458031247,96
9593,4l81,singleA,8.5,1,1,22.523545458031247,96
9594,4l81,singleA,3.5,4,1,23.98558316989604,96
9595,4l81,singleB,1.0,2,1,25.95853231598428,96
9596,4l81,singleA,2.5,2,1,26.63909345304378,96
9597,4l81,allA,1.5,4,1,18.335424729195665,96
9598,4l81,allB,1.0,3,1,17.846694371787734,96
9599,4l81,singleB,4.0,5,1,29.329665869218488,96
9600,4l81,allA,10.0,1,1,17.428037755295342,96
9601,4l81,singleA,1.0,5,1,20.00316974881731,96
9602,4l81,singleB,8.5,5,1,23.179251497837456,96
9603,4l81,allB,7.0,5,1,16.923365504532484,96
9604,4l81,allA,8.0,1,1,15.516900463687973,96
9605,4l81,allB,10.0,1,1,16.70354154064341,96
9606,4l81,singleB,4.5,4,1,23.147824951817828,96
9607,4l81,allB,9.5,1,1,16.905635155178288,96
9608,4l81,singleB,1.5,4,1,25.084608826928118,96
9609,4l81,allB,5.0,3,1,16.55148633809061,96
9610,4l81,allA,4.0,2,1,16.180707648307596,96
9611,4l81,singleA,5.5,3,1,22.523545458031247,96
9612,4l81,allB,4.0,1,1,15.895795041456719,96
9613,4l81,singleA,9.5,4,1,24.75599523347829,96
9614,4l81,singleA,4.0,2,1,20.390995561766964,96
9615,4l81,singleB,2.0,4,1,24.242602995553096,96
9616,4l81,singleB,3.5,5,1,22.523545458031247,96
9617,4l81,allB,1.5,3,1,15.895795041456719,96
9618,4l81,singleA,3.5,3,1,20.686087111873043,96
9619,4l81,singleA,6.5,5,1,26.881497354128175,96
9620,4l81,allB,3.0,3,1,16.140625762342673,96
9621,4l81,singleB,2.0,3,1,23.18775538942914,96
9622,4l81,singleB,1.0,1,1,25.088577082010847,96
9623,4l81,allB,7.5,5,1,15.827583517391403,96
9624,4l81,allB,6.5,3,1,15.827583517391403,96
9625,4l81,singleB,2.5,4,1,28.22405357137773,96
9626,4l81,allA,3.5,1,1,15.895795041456719,96
9627,4l81,allA,4.0,1,1,15.895795041456719,96
9628,4l81,singleA,1.5,2,1,29.859946416562774,96
9629,4l81,allB,8.0,3,1,15.827583517391403,96
9630,4l81,singleB,9.0,3,1,19.43207657457123,96
9631,4l81,allA,1.0,1,1,15.84421345476007,96
9632,4l81,singleB,9.5,5,1,29.51558740733445,96
9633,4l81,allB,2.5,1,1,16.050246104032176,96
9634,4l81,singleA,2.0,2,1,29.86569604077561,96
9635,4l81,allA,1.5,1,1,17.32922098653024,96
9636,4l81,singleB,4.5,3,1,29.329665869218488,96
9637,4l81,allA,5.0,3,1,17.553321622986346,96
9638,4l81,allA,8.0,3,1,20.85091125107006,96
9639,4l81,singleB,2.5,3,1,29.01116164513238,96
9640,4l81,singleB,2.5,1,1,20.686087111873043,96
9641,4l81,allA,9.5,4,1,29.006728529773916,96
9642,4l81,allA,3.5,3,1,15.41439911251814,96
9643,4l81,singleA,7.5,4,1,22.26711027502222,96
9644,4l81,singleB,7.0,1,1,21.699716588011007,96
9645,4l81,singleA,9.5,5,1,23.482404050692935,96
9646,4l81,singleB,3.0,3,1,19.43207657457123,96
9647,4l81,singleA,4.5,5,1,21.045918844279523,96
9648,4l81,singleA,9.0,1,1,22.523545458031247,96
9649,4l81,singleB,3.5,1,1,19.80377236791011,96
9650,4l81,allA,3.5,5,1,15.673684952811831,96
9651,4l81,allA,7.5,5,1,25.703846015723016,96
9652,4l81,singleB,3.0,2,1,23.147824951817828,96
9653,4l81,allA,9.0,2,1,21.210570477948018,96
9654,4l81,allB,2.5,2,1,16.78433495852606,96
9655,4l81,allA,9.0,4,1,26.84263586162879,96
9656,4l81,allB,8.5,4,1,15.507108047601912,96
9657,4l81,allB,7.5,2,1,17.846694371787734,96
9658,4l81,allA,9.0,1,1,16.905635155178288,96
9659,4l81,allA,4.5,4,1,16.716958455412875,96
9660,4l81,allA,6.0,3,1,15.815015017381425,96
9661,4l81,allA,4.0,5,1,17.553321622986346,96
9662,4l81,singleA,4.0,3,1,20.41470058560742,96
9663,4l81,allA,10.0,2,1,20.46365803076273,96
9664,4l81,allA,6.5,3,1,15.815015017381425,96
9665,4l81,allA,6.0,4,1,21.614148144213317,96
9666,4l81,singleA,2.0,4,1,26.098645558725842,96
9667,4l81,allA,8.5,5,1,18.90410008437323,96
9668,4l81,singleB,5.5,3,1,25.088577082010847,96
9669,4l81,singleB,7.5,4,1,23.147824951817828,96
9670,4l81,allA,9.5,2,1,20.46365803076273,96
9671,4l81,singleB,4.0,2,1,20.656960086130777,96
9672,4l81,allB,7.5,4,1,24.255207688247076,96
9673,4l81,singleA,5.5,2,1,28.914814542030182,96
9674,4l81,singleB,1.5,2,1,28.22405357137773,96
9675,4l81,allB,4.5,1,1,15.895795041456719,96
9676,4l81,singleB,3.0,5,1,28.40707482300844,96
9677,4l81,singleA,5.5,4,1,25.151019860037486,96
9678,4l81,allB,3.0,1,1,15.895795041456719,96
9679,4l81,allA,5.0,1,1,15.5340303849323,96
9680,4l81,allA,2.5,1,1,15.142549323016913,96
9681,4l81,allB,1.5,1,1,17.176981690623066,96
9682,4l81,singleA,4.0,5,1,24.242602995553096,96
9683,4l81,singleB,5.0,2,1,29.006728529773916,96
9684,4l81,allA,3.0,5,1,15.122820504125546,96
9685,4l81,singleB,8.0,1,1,22.523545458031247,96
9686,4l81,allA,2.5,5,1,16.140625762342673,96
9687,4l81,singleA,4.0,4,1,29.01116164513238,96
9688,4l81,allB,8.5,3,1,24.999299990199727,96
9689,4l81,allB,3.0,5,1,15.37512276373753,96
9690,4l81,allB,3.5,1,1,15.895795041456719,96
9691,4l81,allB,8.0,4,1,24.999299990199727,96
9692,4l81,singleA,9.5,2,1,28.22405357137773,96
9693,4l81,singleA,1.0,1,1,24.420689998441894,96
9694,4l81,allB,5.5,3,1,18.62196820961737,96
9695,4l81,allB,6.5,5,1,24.999299990199727,96
9696,4l81,allA,7.5,2,1,18.335424729195665,96
9697,4l81,singleA,2.5,1,1,20.686087111873043,96
9698,4l81,allA,9.0,5,1,16.42561718779541,96
9699,4l81,singleA,3.0,3,1,19.80377236791011,96
9700,4l81,allB,8.0,5,1,24.255207688247076,96
9701,4l81,singleB,6.0,5,1,21.392811876889862,96
9702,4l81,singleB,7.0,5,1,23.179251497837456,96
9703,4l81,singleB,5.0,4,1,24.82966169725234,96
9704,4l81,allB,4.0,4,1,15.066887535254253,96
9705,4l81,allA,2.5,2,1,17.487003745639218,96
9706,4l81,singleB,3.5,2,1,20.78343090059964,96
9707,4l81,singleA,10.0,1,1,24.881838758419764,96
9708,4l81,singleA,5.0,2,1,29.006728529773916,96
9709,4l81,allA,1.0,5,1,15.307939116680599,96
9710,4l81,allB,7.0,4,1,15.827583517391403,96
9711,4l81,allA,6.5,4,1,21.614148144213317,96
9712,4l81,allB,1.5,2,1,16.076034958907,96
9713,4l81,singleA,4.5,1,1,20.257492441069797,96
9714,4l81,singleB,5.0,1,1,19.80377236791011,96
9715,4l81,allB,10.0,2,1,24.255207688247076,96
9716,4l81,singleB,6.5,5,1,20.656960086130777,96
9717,4l81,singleA,3.5,1,1,19.80377236791011,96
9718,4l81,singleA,1.0,2,1,23.18775538942914,96
9719,4l81,allA,4.5,3,1,15.673684952811831,96
9720,4l81,singleA,8.5,5,1,25.927585695548284,96
9721,4l81,allA,10.0,4,1,28.914814542030182,96
9722,4l81,allB,5.0,2,1,16.557255207310178,96
9723,4l81,allB,9.0,1,1,16.544213489918462,96
9724,4l81,singleB,5.5,2,1,20.257492441069797,96
9725,4l81,allA,10.0,5,1,20.257492441069797,96
9726,4l81,singleA,10.0,2,1,20.686087111873043,96
9727,4l81,singleB,6.5,3,1,25.088577082010847,96
9728,4l81,allB,6.0,4,1,15.942085810834165,96
9729,4l81,allB,4.0,2,1,16.180707648307596,96
9730,4l81,allA,2.0,3,1,16.982658802437268,96
9731,4l81,allA,5.5,4,1,16.544213489918462,96
9732,4l81,allB,8.5,1,1,16.544213489918462,96
9733,4l81,singleA,7.5,5,1,24.16897391284951,96
9734,4l81,singleB,2.0,1,1,29.329665869218488,96
9735,4l81,singleA,7.0,5,1,27.035297298161897,96
9736,4l81,singleB,9.0,4,1,23.179251497837456,96
9737,4l81,allB,5.5,1,1,15.5340303849323,96
9738,4l81,allA,1.5,5,1,17.592305136053092,96
9739,4l81,singleA,7.0,4,1,23.432396377664833,96
9740,4l81,allB,6.0,5,1,17.38363598330338,96
9741,4l81,allB,3.5,2,1,17.118796686683325,96
9742,4l81,allB,7.5,3,1,24.999299990199727,96
9743,4l81,singleA,6.0,1,1,21.87462913971343,96
9744,4l81,singleA,2.0,5,1,29.62709908175284,96
9745,4l81,allA,8.5,2,1,20.85091125107006,96
9746,4l81,allA,5.0,4,1,17.592305136053092,96
9747,4l81,singleB,8.5,2,1,28.914814542030182,96
9748,4l81,singleB,1.0,4,1,26.881497354128175,96
9749,4l81,allB,3.5,3,1,15.142549323016913,96
9750,4l81,allA,8.0,2,1,22.400678561150777,96
9751,4l81,singleA,8.5,4,1,28.388120754991867,96
9752,4l81,singleB,7.5,3,1,20.257492441069797,96
9753,4l81,singleB,4.5,1,1,20.257492441069797,96
9754,4l81,allB,1.0,5,1,15.351394073503553,96
9755,4l81,singleA,3.0,2,1,23.98558316989604,96
9756,4l81,singleB,8.5,3,1,24.82966169725234,96
9757,4l81,allA,9.5,3,1,21.52323628081985,96
9758,4l81,allB,3.0,4,1,16.991224205453825,96
9759,4l81,allA,6.5,1,1,15.516900463687973,96
9760,4l81,allA,3.0,4,1,15.37512276373753,96
9761,4l81,allA,2.0,5,1,23.732486174018938,96
9762,4l81,singleB,8.5,1,1,22.523545458031247,96
9763,4l81,allA,2.5,3,1,17.886861099701086,96
9764,4l81,allA,2.0,1,1,17.487003745639218,96
9765,4l81,singleA,7.5,1,1,23.777958280727134,96
9766,4l81,allA,5.0,5,1,15.038889586668292,96
9767,4l81,allA,8.0,4,1,16.876231806893387,96
9768,4l81,singleA,5.0,4,1,22.523545458031247,96
9769,4l81,allB,1.0,1,1,18.62196820961737,96
9770,4l81,singleA,5.5,5,1,23.432396377664833,96
9771,4l81,singleB,8.0,3,1,19.43207657457123,96
9772,4l81,allB,4.5,3,1,16.716958455412875,96
9773,4l81,singleB,3.5,4,1,20.41470058560742,96
9774,4l81,allB,2.5,4,1,15.507108047601912,96
9775,4l81,singleB,10.0,1,1,21.699716588011007,96
9776,4l81,singleA,7.5,3,1,20.23804338368707,96
9777,4l81,singleA,1.5,1,1,24.510979172607527,96
9778,4l81,allA,3.0,2,1,16.982658802437268,96
9779,4l81,singleB,7.0,4,1,20.23804338368707,96
9780,4l81,singleA,9.5,3,1,26.860588228853068,96
9781,4l81,allB,5.0,4,1,15.038889586668292,96
9782,4l81,singleA,6.5,3,1,29.33044493354985,96
9783,4l81,allB,7.0,2,1,18.41646002900666,96
9784,4l81,singleB,7.0,2,1,28.914814542030182,96
9785,4l81,allB,2.0,2,1,16.050246104032176,96
9786,4l81,singleA,7.0,3,1,25.088577082010847,96
9787,4xwf_A,allA,6.0,5,1,20.02070428331631,64
9788,4xwf_A,allA,6.5,5,1,18.796909320417544,64
9789,4xwf_A,singleA,1.5,3,1,19.440066872312965,64
9790,4xwf_A,singleB,10.0,4,1,33.04153598124639,64
9791,4xwf_A,singleA,1.5,5,1,36.135218278017916,64
9792,4xwf_A,singleB,1.5,3,1,33.75797979737532,64
9793,4xwf_A,allA,6.0,1,1,24.079566025989756,64
9794,4xwf_A,singleB,6.0,2,1,36.14018262267085,64
9795,4xwf_A,singleB,8.0,2,1,32.195271391929595,64
9796,4xwf_A,singleB,5.5,1,1,32.86275399293249,64
9797,4xwf_A,allA,1.0,3,1,23.179898619277868,64
9798,4xwf_A,singleB,1.0,5,1,35.25243254018083,64
9799,4xwf_A,singleA,6.0,4,1,33.35663502213615,64
9800,4xwf_A,singleB,4.5,2,1,36.14018262267085,64
9801,4xwf_A,singleA,8.5,3,1,24.94958717093331,64
9802,4xwf_A,allB,4.5,2,1,23.767280029485914,64
9803,4xwf_A,singleA,6.0,5,1,26.813183324625967,64
9804,4xwf_A,allA,9.0,3,1,9.529139520439399,64
9805,4xwf_A,singleA,7.0,2,1,32.86275399293249,64
9806,4xwf_A,allB,3.5,5,1,24.302407288167977,64
9807,4xwf_A,allB,6.0,1,1,24.26639651864281,64
9808,4xwf_A,singleA,2.0,1,1,32.280689273929696,64
9809,4xwf_A,singleA,8.0,4,1,34.39569595167396,64
9810,4xwf_A,singleB,1.5,5,1,33.25127967462305,64
9811,4xwf_A,allB,6.5,2,1,24.72635436128828,64
9812,4xwf_A,allB,2.0,5,1,24.54769846645506,64
9813,4xwf_A,allA,7.0,2,1,17.09063778798205,64
9814,4xwf_A,singleB,10.0,3,1,19.440066872312965,64
9815,4xwf_A,singleA,4.0,1,1,32.195271391929595,64
9816,4xwf_A,singleA,5.5,1,1,32.195271391929595,64
9817,4xwf_A,singleA,10.0,5,1,33.04153598124639,64
9818,4xwf_A,allA,3.0,3,1,24.35560921020043,64
9819,4xwf_A,singleA,9.0,5,1,34.3461773709972,64
9820,4xwf_A,allB,5.5,2,1,23.47756588745946,64
9821,4xwf_A,singleA,8.0,2,1,33.90715853621474,64
9822,4xwf_A,allB,9.0,4,1,17.83034772515668,64
9823,4xwf_A,allA,4.5,5,1,24.02470187119915,64
9824,4xwf_A,allB,3.0,2,1,23.54995966026269,64
9825,4xwf_A,singleA,4.5,2,1,36.14018262267085,64
9826,4xwf_A,allA,8.0,5,1,10.877086006831059,64
9827,4xwf_A,allA,7.5,1,1,23.66777344829885,64
9828,4xwf_A,allB,1.5,4,1,23.77285216376024,64
9829,4xwf_A,allA,8.5,4,1,17.697400939120975,64
9830,4xwf_A,allA,3.0,1,1,23.723511544457324,64
9831,4xwf_A,allA,6.5,2,1,16.52282966080568,64
9832,4xwf_A,singleA,2.5,5,1,32.101959441753706,64
9833,4xwf_A,singleB,5.5,4,1,33.595904512306255,64
9834,4xwf_A,allB,9.5,3,1,10.135210900617707,64
9835,4xwf_A,singleB,7.5,2,1,33.92474907792245,64
9836,4xwf_A,singleA,3.5,5,1,33.35663502213615,64
9837,4xwf_A,allA,3.5,4,1,24.59879875115856,64
9838,4xwf_A,allB,10.0,3,1,10.398870130932494,64
9839,4xwf_A,allB,6.0,3,1,23.133287704085642,64
9840,4xwf_A,allA,8.5,3,1,9.269973031244481,64
9841,4xwf_A,singleB,9.0,2,1,25.980230945855734,64
9842,4xwf_A,allB,5.5,5,1,23.764252565565783,64
9843,4xwf_A,singleB,9.5,1,1,34.24130108509313,64
9844,4xwf_A,singleB,7.5,1,1,34.62648119575537,64
9845,4xwf_A,allA,7.5,3,1,9.269973031244481,64
9846,4xwf_A,singleA,10.0,3,1,20.06282632133369,64
9847,4xwf_A,allB,2.0,1,1,23.77285216376024,64
9848,4xwf_A,singleA,6.5,4,1,33.35663502213615,64
9849,4xwf_A,singleA,3.5,2,1,31.937767611403274,64
9850,4xwf_A,singleB,9.5,4,1,33.04153598124639,64
9851,4xwf_A,allA,1.5,2,1,24.20090494175786,64
9852,4xwf_A,singleA,1.0,3,1,35.46829288251691,64
9853,4xwf_A,singleB,9.5,2,1,26.724973339556392,64
9854,4xwf_A,allB,4.0,5,1,25.02782451592627,64
9855,4xwf_A,singleB,7.5,5,1,33.04153598124639,64
9856,4xwf_A,allB,8.0,2,1,10.135210900617707,64
9857,4xwf_A,singleB,3.0,1,1,33.75797979737532,64
9858,4xwf_A,allB,9.0,2,1,17.702793564858627,64
9859,4xwf_A,allB,1.0,2,1,24.079566025989756,64
9860,4xwf_A,allB,6.5,4,1,17.697400939120975,64
9861,4xwf_A,allA,8.5,1,1,23.533151085224436,64
9862,4xwf_A,singleB,4.0,4,1,33.66495210155511,64
9863,4xwf_A,allA,7.0,1,1,24.307509127839488,64
9864,4xwf_A,allB,7.0,1,1,24.129510977224548,64
9865,4xwf_A,singleA,4.5,3,1,34.66078331486465,64
9866,4xwf_A,allB,3.5,4,1,24.71114323539079,64
9867,4xwf_A,singleB,4.0,1,1,33.725327277878264,64
9868,4xwf_A,singleB,8.0,4,1,36.361951267774394,64
9869,4xwf_A,singleA,5.0,1,1,32.86275399293249,64
9870,4xwf_A,singleB,6.5,1,1,33.90715853621474,64
9871,4xwf_A,allB,1.0,4,1,24.211371295323197,64
9872,4xwf_A,allA,7.0,3,1,9.931500390172674,64
9873,4xwf_A,singleA,1.0,4,1,19.440066872312965,64
9874,4xwf_A,allB,5.0,5,1,24.45429410144566,64
9875,4xwf_A,allB,4.5,5,1,23.433742765508033,64
9876,4xwf_A,allA,5.5,3,1,16.45444316894376,64
9877,4xwf_A,allA,2.0,2,1,24.31642860290137,64
9878,4xwf_A,singleA,9.5,1,1,34.24130108509313,64
9879,4xwf_A,singleB,9.0,5,1,33.175049359420704,64
9880,4xwf_A,singleB,1.0,3,1,33.886066458059126,64
9881,4xwf_A,allA,7.5,4,1,17.83034772515668,64
9882,4xwf_A,singleB,8.0,5,1,33.886066458059126,64
9883,4xwf_A,singleA,2.5,4,1,33.529226057277256,64
9884,4xwf_A,allA,3.5,2,1,23.337816950177665,64
9885,4xwf_A,singleB,2.0,5,1,33.725327277878264,64
9886,4xwf_A,singleA,8.0,3,1,27.85371070432089,64
9887,4xwf_A,singleB,4.5,5,1,26.516477895829226,64
9888,4xwf_A,allA,4.5,2,1,24.298403239719274,64
9889,4xwf_A,allA,4.5,1,1,23.66777344829885,64
9890,4xwf_A,singleA,2.5,3,1,33.366396269300644,64
9891,4xwf_A,allB,4.5,4,1,24.347798668462822,64
9892,4xwf_A,singleB,3.0,4,1,32.86275399293249,64
9893,4xwf_A,allA,1.0,2,1,23.762828114515326,64
9894,4xwf_A,singleB,6.0,3,1,33.554463190460964,64
9895,4xwf_A,singleB,7.0,3,1,26.8863218012431,64
9896,4xwf_A,singleA,6.0,2,1,35.48132748362158,64
9897,4xwf_A,singleB,2.0,2,1,34.24130108509313,64
9898,4xwf_A,singleB,6.5,4,1,33.35663502213615,64
9899,4xwf_A,allA,9.5,1,1,23.021565976275376,64
9900,4xwf_A,singleA,6.5,2,1,32.86275399293249,64
9901,4xwf_A,allA,7.0,5,1,9.231576246773894,64
9902,4xwf_A,singleA,9.0,3,1,26.8863218012431,64
9903,4xwf_A,singleB,6.0,4,1,26.8863218012431,64
9904,4xwf_A,allA,5.5,2,1,23.16045768114266,64
9905,4xwf_A,allA,5.0,2,1,23.16045768114266,64
9906,4xwf_A,allB,6.5,1,1,24.211371295323197,64
9907,4xwf_A,allA,4.0,4,1,24.286529188008732,64
9908,4xwf_A,allA,1.0,4,1,23.516685565784986,64
9909,4xwf_A,singleB,6.5,2,1,34.62648119575537,64
9910,4xwf_A,allA,7.0,4,1,18.796909320417544,64
9911,4xwf_A,allA,6.0,2,1,24.932532963981018,64
9912,4xwf_A,singleB,2.5,2,1,33.554463190460964,64
